Gene	SRR6926216	SRR6926217	SRR6926218	SRR6926219	SRR6926220	SRR6926221	SRR6926222	SRR6926223	SRR6926224	SRR6026765	SRR6026766	SRR6026770	SRR6026771	SRR6026772
CTD-2583A14.10	1478	1558	1586	2173	2587	2267	413	1434	1752	4991	3334	5219	4853	3777
CTD-2583A14.11	962	1340	985	925	1503	1380	935	367	698	7374	9618	8746	6383	5651
CTD-2583A14.8	1148	1879	1035	1213	1541	1223	1123	833	1129	5773	8308	7748	5923	4931
CTD-2583A14.9	350	187	410	529	331	312	289	412	631	1742	1692	1983	1415	1136
CTD-2588C8.8	597	237	505	567	281	427	252	221	217	709	1527	2432	2214	1641
CTD-2616J11.11	16259	16862	17275	20766	18362	18917	20854	15953	17390	29750	38357	24003	27244	22254
CTD-2616J11.9	7836	8534	9163	10017	9608	8245	8818	6562	8120	19075	25551	14870	18411	14960
CTD-2619J13.14	2594	1950	2652	1915	2100	1910	1869	2945	3247	18718	18894	14637	12488	12458
CTD-2619J13.8	94	150	300	100	100	230	300	350	150	10158	12470	11104	6587	7310
CTD-2620I22.2	1796	1794	1791	1544	1687	2188	1544	1836	1737	6267	7312	4800	5643	4775
CTD-2630F21.1	308	512	450	150	300	442	400	398	449	3584	2905	4532	5153	4635
CTD-2636A23.2	9154	9537	11881	21212	19594	18365	19747	19740	22546	47684	42352	59690	46205	46571
CTD-2659N19.10	54563	59815	69280	85353	73296	86760	83979	50871	62268	92529	103786	82676	71818	67141
CTD-2659N19.2	492	683	315	922	379	306	1014	356	593	3453	4501	4892	3936	3261
CTD-2666L21.3	2200	4344	3498	4033	3445	5243	7385	3646	4736	23105	29748	20678	18171	18690
CTD-3065J16.9	2707	3084	2763	3156	2976	3725	5198	2528	3613	7407	7100	8272	8253	6765
CTD-3074O7.11	9168	10031	10368	10327	8987	9748	11238	10691	13706	43263	50223	54271	52212	48502
CTD-3074O7.5	603	490	652	690	492	659	975	683	208	7784	8850	8416	6977	6079
CTD-3131K8.2	1348	2704	2110	3099	3052	6265	2902	1505	1700	13159	14732	10630	9550	9996
CTD-3138B18.4	18404	20353	22487	26524	18824	22509	40107	30520	36817	103683	126266	145982	121981	114029
CTD-3138B18.5	3335	3510	4300	3621	3891	4109	4906	2760	4260	6987	11967	7553	6692	5793
CTD-3148I10.15	927	1244	1027	844	347	680	1463	1444	1606	2088	2954	2405	1642	2325
CTD-3148I10.9	1448	1295	1680	2176	1697	2733	1811	1578	1892	12978	16139	11956	16458	11254
CTD-3149D2.4	4782	4996	4200	3840	3330	3913	3998	2161	3481	5372	6313	6524	7335	6139
CTD-3184A7.4	1300	1705	841	1641	1884	1049	943	750	1046	3555	6323	5972	3484	3911
CTD-3185P2.1	5066	6331	6938	9853	7505	7799	8351	8889	10857	12211	14508	12636	10784	12145
CTD-3193O13.12	2918	2647	2300	2741	2502	2934	2950	2937	3183	16197	29227	44639	30604	27828
CTD-3214H19.16	7326	7278	6862	9964	7135	7736	13483	8020	10836	97751	107597	69330	74987	60781
CTD-3214H19.4	5791	7174	5882	6784	5947	6972	7899	6853	9709	40941	48471	47449	42556	36907
CTD-3222D19.2	11960	10295	12621	14951	15463	16049	7856	11622	11916	25975	29120	31331	28125	26197
CTDNEP1	54169	63686	71240	70084	63688	78028	69909	55574	68091	155656	182150	145607	125745	112107
CTDP1	11113	11373	12118	12760	11823	16171	10218	11034	12906	21684	23242	28161	30052	26120
CTDSP1	47159	51546	56819	54191	50920	59668	45825	38209	47274	92703	115421	106241	86244	78583
CTDSP2	109985	116538	129598	118701	104500	103974	74719	96445	114084	131476	168110	132940	98031	90451
CTDSPL	40946	40116	45789	48059	41928	43749	19244	21095	23142	37576	41130	34259	22927	23025
CTDSPL2	42279	38107	50077	38528	32987	31139	27614	43380	46547	26940	31105	41995	40312	48390
CTGF	4296	4618	6221	3536	2801	4036	8324	7096	7858	7729	129850	378626	267162	331367
CTH	4239	4890	6192	5273	4258	5303	22291	31112	33276	5745	6522	16089	31639	31812
CTIF	9148	9397	8946	12618	11000	12174	5207	7347	10553	74150	83187	57014	74328	67410
CTNNA1	225314	228270	273387	256549	225397	235185	339628	376756	445382	327704	361480	358068	396166	381593
CTNNAL1	58759	63259	78957	80702	71895	78073	65468	65437	67445	49076	56474	61041	80918	89674
CTNNB1	122707	125648	140561	110884	102948	101839	75889	104293	130779	254933	287511	302155	264182	267156
CTNNBIP1	4857	6328	5313	7233	7046	7050	11483	7188	8780	76134	84812	62504	59053	49957
CTNNBL1	28919	30946	35423	31250	27554	33154	38315	33254	38206	39644	52474	47439	41898	40887
CTNND1	77722	88571	95153	85376	78930	80210	40370	58608	69218	138262	183851	153824	120042	126459
CTNS	12122	10825	15082	12925	9846	11192	20859	21284	25603	38578	56720	66295	54849	48909
CTPS1	64721	63396	75837	54000	53535	53655	91506	91612	105318	169071	179266	199075	183157	165189
CTPS2	24291	25118	31118	24588	20736	20438	21432	23609	25282	41885	63058	67715	41567	48059
CTR9	36847	34702	45893	52855	49857	48338	31676	36109	42391	38619	43327	49421	47900	53824
CTSA	134299	140224	162555	176242	157740	167705	191390	152137	181422	47932	109204	75641	58851	53283
CTSB	81473	92164	100744	113118	101106	108624	75975	64785	76839	170307	194630	151997	173368	145593
CTSC	110312	112606	134809	119922	106235	113710	61841	59398	64301	49030	56262	43306	44903	42311
CTSD	174717	192743	213583	524960	463078	558616	318073	269673	324160	253249	384998	346518	307433	274952
CTSF	45786	48414	53580	41074	38244	46702	37545	31824	36925	912	14647	11835	2859	2213
CTSH	1186	697	889	582	762	542	1188	1392	1135	14099	15026	13873	15209	12853
CTSL	24441	25699	28342	32264	27575	29898	44017	42159	46349	51553	71979	54277	60584	54724
CTSV	1908	1755	2643	1516	1250	1073	400	1146	944	19445	27726	17285	17222	19881
CTSZ	69793	72163	85408	87477	77564	93983	86764	66602	77587	112308	162275	115921	98316	93841
CTTN	115909	119610	142290	155326	139286	155588	71063	80493	97290	218192	227122	171901	192810	189424
CTTNBP2	1188	1607	1682	1188	996	1649	325	544	642	11284	10373	12006	9414	10400
CTTNBP2NL	21330	21022	25568	20206	17851	17142	16038	24471	26796	21478	23139	28642	24052	34428
CTU1	4347	4708	4329	5458	4575	6715	3370	2110	2111	30404	30417	42916	43426	36083
CTU2	10957	10621	11909	10901	9104	12615	9073	6013	9186	44597	41841	39233	42770	37123
CTXN1	7476	9473	8854	9920	8248	12611	7446	4498	4726	37836	41090	25524	23545	23268
CUEDC1	6066	6642	9187	7178	6116	8898	6490	6017	7774	67160	69262	72584	56893	56800
CUEDC2	36605	39061	40495	40789	33624	42000	50702	32780	38662	84182	81207	67617	84670	69760
CUL1	42708	40254	52375	43690	40562	42868	41206	42845	53489	83382	74689	79950	91217	102097
CUL2	50337	52409	61280	52045	46440	49454	50205	54072	60286	23079	19133	24114	33709	35000
CUL3	80312	81916	92915	93526	85619	85756	93358	98799	106978	54021	53590	40362	69851	66887
CUL4A	117499	124275	152322	135087	117626	121675	84571	110584	129109	61624	54567	48330	53632	59149
CUL4B	31797	32065	44624	43582	39921	41299	30244	38820	44179	75790	83413	85356	91735	99914
CUL5	17802	18470	22977	21840	17105	19075	15262	28538	27755	25891	33759	46568	57653	62559
CUL7	7941	9567	11691	21081	19067	19963	13314	14320	16214	76319	107711	96513	58402	47773
CUL9	5381	4587	6816	4494	4667	4558	5286	6836	10174	44843	63434	53139	46111	40549
CUTC	11089	11233	13494	12318	10859	9844	16195	13164	18859	19374	15004	18229	19600	19894
CUX1	38272	38999	47989	40991	37020	36934	38384	50827	63612	179327	177904	124423	129310	118822
CUZD1	691	1260	1244	1197	1123	527	5553	3924	5891	3059	3165	7446	4296	5991
CWC15	25025	26179	29794	32197	26941	31421	44276	35324	40267	33754	40829	27870	34309	31359
CWC22	11500	11166	13735	10785	9050	8698	11498	13382	13967	5837	9668	19520	21576	22707
CWC27	21439	20151	27910	19223	16562	19446	27636	29279	32222	8697	11601	12425	17728	20315
CWF19L1	18352	18802	20576	20038	17902	17010	24336	28428	32658	38313	48531	54302	59252	48487
CWF19L2	7085	7313	9285	6455	6517	6674	9324	9000	9847	2168	6192	9198	9640	11600
CXADR	18176	17858	26306	22445	17747	19988	20499	29397	36146	35105	36773	34025	33777	40476
CXCL16	5460	4592	5996	3459	4389	4231	6893	6895	8968	46750	62776	36308	39815	35886
CXCR4	117705	117267	140370	123491	108465	121045	28456	27227	31822	29058	63399	53811	26511	20468
CXorf23	3552	5153	5298	4134	2585	4008	4254	6970	7236	4013	6534	9746	9251	9349
CXorf38	12340	13998	17674	13548	14149	13246	14522	16068	18047	28597	34161	50259	34067	33627
CXorf40A	3729	3999	6093	8098	7529	8941	10531	9673	10204	14068	13930	16385	14616	12464
CXorf40B	4671	4343	5095	7588	5495	7596	8550	9806	9864	15156	17660	18020	18592	14932
CXorf56	6149	6930	7853	7015	6348	8507	7561	7165	9385	22128	32371	22133	19294	17008
CXXC1	17752	18534	19786	20519	18868	23050	15409	13104	15299	84618	89166	97176	88981	80908
CXXC4	813	700	700	950	700	750	450	347	750	10841	16982	13908	11849	10529
CXXC5	32394	33961	38435	20636	18810	20485	15855	14323	16025	26594	35496	38488	32510	28559
CYB561	40237	45364	47595	124463	112159	119816	53674	53708	64143	32210	35155	31541	37171	31374
CYB561A3	23573	27892	32588	29261	23081	26730	26286	24258	27912	56137	78954	56347	63743	54872
CYB561D1	3110	3300	3934	3174	3741	2748	3665	4861	5195	24829	31862	19576	19420	14983
CYB561D2	13154	16212	17656	29894	24793	27187	25299	18727	23877	31777	40699	37804	31224	25599
CYB5A	7702	9797	10396	8830	8003	11196	5982	4753	7413	40575	41113	24709	28208	27469
CYB5B	60232	61495	80232	68783	59999	66207	43148	50741	61056	155906	170502	109762	123882	112786
CYB5D1	15339	16771	18192	27071	24103	26615	20815	23999	28550	49344	45278	44731	40182	40039
CYB5D2	5492	5735	7260	6653	6031	5837	12505	9582	12186	39665	49736	42206	36593	31699
CYB5R1	8767	9454	8173	11518	10640	12164	17076	13792	15476	33370	45468	51609	41969	39547
CYB5R3	71003	79923	84748	89249	77218	95740	62232	52168	66242	326056	373142	266792	271314	224590
CYB5R4	12924	9756	15766	11686	11833	11942	12093	15458	16755	26215	27460	25888	26341	30472
CYB5RL	8143	7052	8992	4276	4774	4694	4883	6059	6336	24620	29278	26675	19089	17252
CYBA	28645	32855	32504	33476	33580	41657	39926	24027	33325	146453	132701	84809	102367	93742
CYBRD1	27081	30518	33692	40959	35944	34051	16488	24528	29644	20149	19218	10279	13861	17452
CYC1	85603	89882	103018	93292	79792	97465	99774	73187	87560	146449	143933	113431	152528	121537
CYCS	52467	57522	72012	95282	84191	110407	65985	64563	65833	41536	45277	33002	48118	47320
CYFIP1	88528	86804	110760	93505	78869	82157	61161	75133	85358	70851	79713	75371	76419	72506
CYFIP2	149	292	142	43	200	245	500	200	300	387200	359577	323597	323519	270812
CYHR1	10986	10263	12486	12450	8927	9941	16490	12713	15340	103039	106617	89294	78365	72253
CYLD	8707	8740	9365	11055	10154	11093	12884	16456	17647	45717	42337	43830	50086	55789
CYP1B1	27526	27025	32388	28963	27278	27512	36262	50622	54259	21942	17393	16832	25512	25101
CYP20A1	4261	3431	5475	5070	5433	5794	9448	11347	11326	15671	21122	20500	17445	17204
CYP26B1	872	900	795	1621	1350	1200	1015	1478	1800	13072	20148	14168	8766	8634
CYP27A1	100	200	200	250	150	341	201	100	150	947	10450	8082	1256	652
CYP27B1	932	1025	644	917	869	1125	1390	1312	988	4215	4184	7326	6130	5084
CYP27C1	1795	1637	1597	2465	1587	1897	533	1592	1339	7351	10620	11927	9019	8528
CYP2J2	250	150	400	300	300	100	250	185	250	1438	2702	2581	2060	2187
CYP2R1	3196	3558	3996	4641	4500	4969	6181	6997	7748	10664	12354	15694	13815	14683
CYP2S1	6658	7083	8022	5738	6126	5849	6525	6218	5941	5571	4768	4675	8350	6689
CYP2U1	3449	3772	5177	1750	1749	1864	2894	3706	3699	21835	20447	14601	12139	14274
CYP39A1	250	100	450	500	456	798	1698	1245	982	4886	5344	6546	5510	6791
CYP4V2	1515	1611	2442	2006	2236	1428	2595	2457	4038	9960	10654	9247	9242	9345
CYP51A1	25312	26078	31095	40923	33356	36751	62895	68342	75356	49660	48332	50743	44990	47913
CYP51A1P2	4044	3547	4745	4532	4239	5245	7138	8446	7089	2068	1773	2534	2338	2152
CYR61	19774	21855	25290	26028	23183	27137	30518	35233	44667	14627	70930	254804	189539	244964
CYSRT1	1200	845	967	850	450	900	2350	1150	1200	5106	6641	9274	5383	4625
CYSTM1	12928	16333	16745	12579	13443	13791	35153	25617	34832	36200	40333	34363	36094	36679
CYTH1	33293	35563	43727	33635	34334	35860	9082	12854	14822	66505	72751	61662	57728	57956
CYTH2	12979	13346	13384	13988	14604	16944	20176	14576	18509	222564	251544	247242	200524	198195
CYTH3	27651	25541	33930	24075	21399	23179	17540	21970	26297	53865	55580	50569	44783	42066
CYTOR	7236	9394	9431	11941	9951	11598	9225	7188	8980	4137	7131	7700	6925	6687
D2HGDH	472	556	871	730	927	598	587	500	342	26384	27387	22489	16796	18578
DAAM1	11305	9711	15023	13527	12129	12439	6519	10943	11952	8096	11370	11754	11237	10914
DAB1	172	565	783	282	218	351	527	624	395	3115	6480	5839	4274	5175
DAB2	52153	47348	59934	48590	43662	43546	27928	33296	38593	23943	26937	30232	21615	24395
DAB2IP	20215	20111	20916	16798	15352	18748	11131	15534	21539	125259	164203	109538	100321	81810
DACT1	4482	4591	5234	3190	4287	4487	3489	5100	5325	23413	29150	38983	27102	30919
DAD1	31995	34470	40931	105829	94168	99967	88484	72110	82080	87694	125816	81705	77507	65510
DAG1	207195	209528	239529	332853	294755	296734	134683	195311	228726	120416	143372	97368	118697	95378
DAGLA	4806	5733	6700	5368	5100	6070	3931	4929	5748	27379	30782	35056	23376	22949
DAGLB	18843	17580	21985	29924	28254	28456	32792	32214	35974	45421	52852	71529	51147	52514
DALRD3	31057	35620	39653	45964	37089	46298	37127	27458	34629	57257	78816	63873	56553	49169
DANCR	38769	39536	48373	59738	52022	53900	44772	30278	36507	41882	52638	40511	45252	36961
DAP	108697	114950	138346	275885	240176	259416	212219	203754	238200	171728	196261	167233	169988	145933
DAP3	73172	87202	95609	95119	83706	94606	104518	86158	96549	66798	75021	82539	80986	78530
DAPK1	11722	11471	13556	12947	8800	11089	26386	41162	48742	117820	124957	147746	92905	99874
DAPK2	2373	2809	2808	1755	872	1482	2162	1713	2422	5754	4767	6191	4966	5442
DAPK3	12678	13994	16216	15497	13320	17294	22125	15141	22919	90407	121493	196646	148468	154146
DARS	30438	29925	37608	33730	30555	34156	41794	50397	51033	59059	71947	67703	71848	80685
DARS-AS1	429	323	404	846	396	577	1290	1193	949	3428	2715	2750	2568	3764
DARS2	36073	33625	40633	30953	28965	30717	29222	34409	40050	80287	81293	64188	85500	77762
DAZAP1	132905	137829	151982	139972	129657	155644	98412	89315	112417	268050	280581	255066	274897	253497
DAZAP2	98327	108075	119002	138328	126007	135905	87722	104106	111711	168888	199513	73025	93047	84867
DBF4	10852	10607	15236	8819	8387	8121	8695	11838	11854	8452	10070	14120	15334	17399
DBF4B	16887	18498	20397	11035	10691	11498	10998	10335	15987	80815	78020	82905	71582	64542
DBI	34365	32808	38969	36429	31033	38398	38248	30759	35578	74160	72564	43023	38435	34174
DBN1	47152	51074	55164	34563	30844	40972	42684	37244	44164	144771	201328	206473	159983	156937
DBNDD1	5426	5585	5166	4355	4874	5722	4927	3190	3992	97305	85128	60351	58301	59242
DBNDD2	19769	20878	27279	14395	15137	15638	26600	20716	22195	33685	54338	53385	43577	38551
DBNL	27720	28291	34292	33836	29755	36038	36917	28523	36104	175390	199239	166293	153627	132469
DBP	9012	8510	12554	8591	6594	11078	10549	6949	9746	25358	24314	24266	14978	13454
DBR1	12558	12507	15745	12143	9142	11527	9871	10305	10846	14941	18321	23116	19198	20880
DBT	24670	23849	27484	24672	24402	21703	16301	22847	26322	20515	20669	26532	23584	30951
DCAF1	60271	63606	76048	62660	57919	59101	32085	43591	49539	58622	65070	72771	57542	59319
DCAF10	20884	22031	27820	26473	25328	23568	18114	21802	29862	61024	69119	78997	79896	82810
DCAF11	16342	18003	19954	22895	17951	20830	24248	25499	31145	77398	102882	89713	84633	69480
DCAF12	38684	42980	47955	48378	46998	48649	29509	39708	46635	169961	229066	184559	165316	154905
DCAF13	26606	27007	32773	28146	28309	30184	24665	22864	24734	25458	24631	18820	31911	30623
DCAF13P3	1290	1692	2036	2250	1487	1489	1294	1442	1097	640	929	359	527	899
DCAF15	12992	11902	14020	8721	8846	10461	12023	10695	13770	55365	73177	95021	75092	65227
DCAF16	37493	38744	48349	36392	37835	35797	26630	35151	38729	47960	69139	58818	55307	52754
DCAF17	8987	8834	9686	7864	8124	6658	6326	12733	13725	21969	21807	31504	28095	30827
DCAF4	6098	5647	7961	5918	4257	5903	5358	4236	7084	19815	24580	33423	25471	23079
DCAF5	26589	24767	31617	31711	31335	32727	27090	40542	41426	68639	86654	100153	72857	78422
DCAF6	37734	39818	46951	62997	54039	54405	40780	45101	46585	54227	48405	46996	42016	44157
DCAF7	79022	78838	95035	97404	91620	84789	49116	68738	80632	533773	578066	482701	448977	402710
DCAF8	32916	36970	37711	39362	36945	36329	31138	38000	41484	148533	168533	142835	116059	112894
DCAKD	7741	8551	9092	8438	7289	7474	7704	6660	8918	88339	88455	87039	88633	69406
DCBLD1	12913	13090	13048	15162	15227	14577	14547	21175	26203	28195	25797	31490	27023	31731
DCBLD2	27600	28639	36064	26316	25512	22087	16668	27261	28550	45480	58832	45384	39402	43885
DCK	33650	33810	39960	19790	19156	19392	15708	23191	21502	25293	28341	24387	24154	28341
DCLK1	750	1724	2100	13137	14077	13248	2098	4199	3723	16665	12919	12375	11319	11506
DCLK2	6802	6794	8850	10204	9760	9449	7110	8676	11269	21727	22552	35430	20693	22277
DCLRE1A	16082	13424	19783	13178	13575	10780	20223	22017	25509	13595	12610	17297	22180	26786
DCLRE1B	17139	18512	20188	16522	13949	15419	11916	12373	15634	39775	45508	63667	45361	53033
DCLRE1C	6758	7287	8589	5557	5288	5222	6943	10381	12159	11351	12274	28056	36043	40489
DCP1A	15093	16065	19707	17681	17195	16901	13011	20124	26810	40870	46437	51735	49534	53226
DCP1B	6292	5472	7128	5205	5148	5236	8278	9219	10580	16605	24159	30222	20553	21498
DCP2	9799	8105	8613	6562	6100	5624	3961	7212	7994	54136	56402	53502	51356	59339
DCPS	10860	11562	13913	11451	9240	12214	17803	12811	12331	20372	27367	23802	27438	23103
DCTD	33421	37837	42657	40052	33530	36158	36286	39778	46445	73048	81462	68752	76210	65059
DCTN1	109717	116453	128590	99974	91716	105624	93192	93939	112156	226341	275911	257413	225790	207990
DCTN2	53113	57484	66311	71432	62281	67102	92451	75717	88905	174216	232406	215995	208226	192824
DCTN3	12110	16188	14838	18182	16036	18639	19911	14905	18279	103048	139677	104502	109345	87588
DCTN4	27831	28873	36016	31571	30500	29857	32269	48266	47037	110818	114766	123269	130709	137013
DCTN5	48212	48285	61277	69066	59950	59493	50496	54282	62184	183333	190302	131316	141209	121927
DCTN6	13442	13084	18230	19286	18627	19865	19194	16944	19391	17913	19881	15025	17517	15972
DCTPP1	31339	33384	35860	23371	25237	24533	22565	17270	19022	90391	111378	95224	82094	69420
DCUN1D1	32651	31634	41036	29443	27159	24766	26721	40635	43640	7795	11992	8707	11994	14486
DCUN1D2	10086	9476	11119	11152	9310	10118	15997	20371	20686	24017	25714	40954	33891	35124
DCUN1D3	4460	3447	4428	6091	4673	5412	4924	8129	7826	9758	12323	13542	11458	11840
DCUN1D4	18341	18937	22692	17898	16787	15982	15684	21244	24421	17779	20568	27716	27363	35163
DCUN1D5	18780	20013	25745	29797	21645	25525	29411	26956	28124	40649	40254	36211	42096	44237
DCXR	16857	18622	18887	12468	11879	10555	23832	16561	18454	131933	139902	107785	78317	64179
DDA1	37551	39653	43705	53791	46238	50479	45952	39496	48928	97468	117204	97186	104343	90935
DDAH1	10390	11473	13449	11088	10361	10811	8292	9815	12020	88318	90518	67664	74151	93369
DDB1	248502	258057	295787	365359	331537	341080	183871	209601	246115	444225	550729	667465	612072	511400
DDB2	33722	35175	39888	37132	32833	37450	67858	59954	65701	83281	138857	165192	91322	75770
DDHD1	13738	13301	16858	13036	13673	11111	8626	13648	15196	24673	28772	29586	25579	28081
DDHD2	25452	26364	35202	28296	26294	25517	19635	21213	23835	41027	35834	31034	33424	37172
DDI2	32765	29504	39897	28659	32128	26033	14545	27107	39442	102537	78066	92420	99617	99482
DDIAS	12682	11622	15553	9594	8952	8865	9557	11400	14112	12418	17349	18357	23711	30376
DDIT3	4566	5072	6077	7767	7204	8010	74409	54912	67993	17703	23787	149182	225680	192240
DDIT4	136762	165571	177514	157487	144234	186727	322750	305447	382184	67725	35769	164823	300079	261962
DDIT4L	400	250	348	350	391	250	150	200	400	2711	2730	1775	1340	1889
DDN	2992	3350	4097	1082	650	1064	300	150	150	6361	5956	6886	3759	4202
DDOST	53795	61422	68001	186702	168545	182626	124098	96674	117897	361167	442016	420495	457033	381395
DDRGK1	8135	8762	9918	10956	10593	15485	24732	14837	21223	93641	105702	97500	89382	79394
DDX1	102855	102270	121169	129757	117070	123160	118098	117136	130575	91557	83210	92681	112423	113665
DDX10	21345	23138	26361	17338	13480	18919	18579	21005	21457	11707	16419	22536	21026	23959
DDX10P2	1297	1400	2045	1244	849	647	984	947	897	899	881	748	1112	1878
DDX11	21229	21230	25970	18983	16386	19043	14649	15055	17844	41729	47738	81584	53655	51711
DDX12P	4503	4394	6016	3968	3731	4261	2823	3964	2675	8020	9247	14370	8333	9262
DDX17	263035	262847	323273	346142	315959	305637	109012	167061	194784	817374	1043230	929731	762534	793159
DDX18	39987	40457	48771	50978	45434	45935	33779	41978	47127	52475	55869	53468	63757	68900
DDX19A	36114	38295	43830	40602	35248	35690	34915	35043	43994	64982	77661	88074	75376	73529
DDX19B	9829	10932	13962	11312	9065	10771	20332	19230	23574	26922	34299	49405	43007	41261
DDX20	19105	20735	23980	16637	16211	17013	17069	18259	19712	30859	34298	56681	54795	59064
